"concept_code_1","concept_code_2","relationship_id"
"92-830","92","item of schema"
"92-2850","92","item of schema"
"92-2860","92","item of schema"
"92-2880","92","item of schema"
"92-2890","92","item of schema"
"92-2900","92","item of schema"
"92-2910","92","item of schema"
"151-400","151","item of schema"
"151-522","151","item of schema"
"151-390","151","item of schema"
"151-2935","151","item of schema"
"151-523","151","item of schema"
"151-440","151","item of schema"
"151-230","151","item of schema"
"151-1182","151","item of schema"
"151-2800","151","item of schema"
"151-2810","151","item of schema"
"151-2820","151","item of schema"
"151-2830","151","item of schema"
"151-2840","151","item of schema"
"151-820","151","item of schema"
"151-830","151","item of schema"
"151-2850","151","item of schema"
"151-2860","151","item of schema"
"151-2880","151","item of schema"
"37-400","37","item of schema"
"37-522","37","item of schema"
"37-390","37","item of schema"
"37-2935","37","item of schema"
"37-523","37","item of schema"
"37-440","37","item of schema"
"37-230","37","item of schema"
"37-1182","37","item of schema"
"37-2800","37","item of schema"
"37-2810","37","item of schema"
"37-2820","37","item of schema"
"37-2830","37","item of schema"
"37-2840","37","item of schema"
"37-820","37","item of schema"
"37-830","37","item of schema"
"37-2850","37","item of schema"
"37-2860","37","item of schema"
"37-2880","37","item of schema"
"37-2890","37","item of schema"
"37-2900","37","item of schema"
"37-2910","37","item of schema"
"37-2920","37","item of schema"
"37-2930","37","item of schema"
"37-2861","37","item of schema"
"37-2862","37","item of schema"
"37-2863","37","item of schema"
"37-2864","37","item of schema"
"153-400","153","item of schema"
"153-522","153","item of schema"
"153-390","153","item of schema"
"153-2935","153","item of schema"
"153-523","153","item of schema"
"153-440","153","item of schema"
"153-230","153","item of schema"
"153-1182","153","item of schema"
"153-2800","153","item of schema"
"153-2810","153","item of schema"
"153-2820","153","item of schema"
"153-2830","153","item of schema"
"153-2840","153","item of schema"
"153-820","153","item of schema"
"153-830","153","item of schema"
"153-2850","153","item of schema"
"153-2860","153","item of schema"
"145-400","145","item of schema"
"145-522","145","item of schema"
"145-390","145","item of schema"
"145-2935","145","item of schema"
"145-523","145","item of schema"
"145-440","145","item of schema"
"145-230","145","item of schema"
"145-1182","145","item of schema"
"145-2800","145","item of schema"
"145-2810","145","item of schema"
"145-2820","145","item of schema"
"145-2830","145","item of schema"
"145-2840","145","item of schema"
"145-820","145","item of schema"
"145-830","145","item of schema"
"145-2850","145","item of schema"
"145-2860","145","item of schema"
"145-2880","145","item of schema"
"145-2890","145","item of schema"
"149-400","149","item of schema"
"149-522","149","item of schema"
"149-390","149","item of schema"
"149-2935","149","item of schema"
"149-523","149","item of schema"
"149-440","149","item of schema"
"149-230","149","item of schema"
"149-1182","149","item of schema"
"149-2800","149","item of schema"
"149-2810","149","item of schema"
"149-2820","149","item of schema"
"149-2830","149","item of schema"
"149-2840","149","item of schema"
"149-820","149","item of schema"
"149-830","149","item of schema"
"149-2850","149","item of schema"
"149-2860","149","item of schema"
"149-2880","149","item of schema"
"149-2890","149","item of schema"
"149-2900","149","item of schema"
"149-2910","149","item of schema"
"126-400","126","item of schema"
"126-522","126","item of schema"
"126-390","126","item of schema"
"126-2935","126","item of schema"
"126-523","126","item of schema"
"126-440","126","item of schema"
"126-230","126","item of schema"
"126-1182","126","item of schema"
"126-2800","126","item of schema"
"126-2810","126","item of schema"
"126-2820","126","item of schema"
"126-2830","126","item of schema"
"126-2840","126","item of schema"
"126-820","126","item of schema"
"126-830","126","item of schema"
"126-2850","126","item of schema"
"126-2860","126","item of schema"
"126-2880","126","item of schema"
"126-2890","126","item of schema"
"126-2900","126","item of schema"
"126-2910","126","item of schema"
"126-2920","126","item of schema"
"126-2930","126","item of schema"
"126-2861","126","item of schema"
"126-2862","126","item of schema"
"127-400","127","item of schema"
"127-522","127","item of schema"
"127-390","127","item of schema"
"127-2935","127","item of schema"
"127-523","127","item of schema"
"127-440","127","item of schema"
"127-230","127","item of schema"
"127-1182","127","item of schema"
"127-2800","127","item of schema"
"127-2810","127","item of schema"
"127-2820","127","item of schema"
"127-2830","127","item of schema"
"127-2840","127","item of schema"
"127-820","127","item of schema"
"127-830","127","item of schema"
"127-2850","127","item of schema"
"127-2860","127","item of schema"
"127-2880","127","item of schema"
"127-2890","127","item of schema"
"138-400","138","item of schema"
"138-522","138","item of schema"
"138-390","138","item of schema"
"138-2935","138","item of schema"
"138-523","138","item of schema"
"138-440","138","item of schema"
"138-230","138","item of schema"
"138-1182","138","item of schema"
"138-2800","138","item of schema"
"138-2810","138","item of schema"
"138-2820","138","item of schema"
"138-2830","138","item of schema"
"138-2840","138","item of schema"
"138-820","138","item of schema"
"138-830","138","item of schema"
"138-2850","138","item of schema"
"138-2860","138","item of schema"
"138-2880","138","item of schema"
"138-2890","138","item of schema"
"138-2900","138","item of schema"
"138-2910","138","item of schema"
"138-2920","138","item of schema"
"138-2930","138","item of schema"
"138-2861","138","item of schema"
"138-2862","138","item of schema"
"138-2879","138","item of schema"
"139-400","139","item of schema"
"139-522","139","item of schema"
"139-390","139","item of schema"
"139-2935","139","item of schema"
"139-523","139","item of schema"
"139-440","139","item of schema"
"139-230","139","item of schema"
"139-1182","139","item of schema"
"139-2800","139","item of schema"
"139-2810","139","item of schema"
"139-2820","139","item of schema"
"139-2830","139","item of schema"
"139-2840","139","item of schema"
"139-820","139","item of schema"
"139-830","139","item of schema"
"139-2850","139","item of schema"
"139-2860","139","item of schema"
"139-2879","139","item of schema"
"82-400","82","item of schema"
"82-522","82","item of schema"
"82-390","82","item of schema"
"82-2935","82","item of schema"
"82-523","82","item of schema"
"82-440","82","item of schema"
"82-230","82","item of schema"
"82-1182","82","item of schema"
"82-2800","82","item of schema"
"82-2810","82","item of schema"
"82-2820","82","item of schema"
"82-2830","82","item of schema"
"82-2840","82","item of schema"
"82-820","82","item of schema"
"82-830","82","item of schema"
"82-2850","82","item of schema"
"82-2860","82","item of schema"
"82-2880","82","item of schema"
"82-2890","82","item of schema"
"82-2900","82","item of schema"
"82-2910","82","item of schema"
"82-2920","82","item of schema"
"82-2930","82","item of schema"
"82-2861","82","item of schema"
"82-2862","82","item of schema"
"82-2863","82","item of schema"
"82-2864","82","item of schema"
"88-400","88","item of schema"
"88-522","88","item of schema"
"88-390","88","item of schema"
"88-2935","88","item of schema"
"88-523","88","item of schema"
"88-440","88","item of schema"
"88-230","88","item of schema"
"88-1182","88","item of schema"
"88-2800","88","item of schema"
"88-2810","88","item of schema"
"88-2820","88","item of schema"
"88-2830","88","item of schema"
"88-2840","88","item of schema"
"88-820","88","item of schema"
"88-830","88","item of schema"
"88-2850","88","item of schema"
"88-2860","88","item of schema"
"88-2880","88","item of schema"
"88-2890","88","item of schema"
"88-2900","88","item of schema"
"88-2910","88","item of schema"
"88-2920","88","item of schema"
"88-2930","88","item of schema"
"88-2861","88","item of schema"
"88-2862","88","item of schema"
"88-2863","88","item of schema"
"88-2864","88","item of schema"
"86-400","86","item of schema"
"86-522","86","item of schema"
"86-390","86","item of schema"
"86-2935","86","item of schema"
"86-523","86","item of schema"
"86-440","86","item of schema"
"86-230","86","item of schema"
"86-1182","86","item of schema"
"86-2800","86","item of schema"
"86-2810","86","item of schema"
"86-2820","86","item of schema"
"86-2830","86","item of schema"
"86-2840","86","item of schema"
"86-820","86","item of schema"
"86-830","86","item of schema"
"86-2850","86","item of schema"
"86-2860","86","item of schema"
"86-2880","86","item of schema"
"86-2890","86","item of schema"
"86-2900","86","item of schema"
"86-2910","86","item of schema"
"86-2920","86","item of schema"
"86-2930","86","item of schema"
"86-2861","86","item of schema"
"86-2862","86","item of schema"
"86-2863","86","item of schema"
"86-2864","86","item of schema"
"84-400","84","item of schema"
"84-522","84","item of schema"
"84-390","84","item of schema"
"84-2935","84","item of schema"
"84-523","84","item of schema"
"84-440","84","item of schema"
"84-230","84","item of schema"
"84-1182","84","item of schema"
"84-2800","84","item of schema"
"84-2810","84","item of schema"
"84-2820","84","item of schema"
"84-2830","84","item of schema"
"84-2840","84","item of schema"
"84-820","84","item of schema"
"84-830","84","item of schema"
"84-2850","84","item of schema"
"84-2860","84","item of schema"
"84-2880","84","item of schema"
"84-2890","84","item of schema"
"84-2900","84","item of schema"
"84-2910","84","item of schema"
"84-2920","84","item of schema"
"84-2930","84","item of schema"
"84-2861","84","item of schema"
"84-2862","84","item of schema"
"84-2863","84","item of schema"
"84-2864","84","item of schema"
"3-400","3","item of schema"
"3-522","3","item of schema"
"3-390","3","item of schema"
"3-2935","3","item of schema"
"3-523","3","item of schema"
"3-440","3","item of schema"
"3-230","3","item of schema"
"3-1182","3","item of schema"
"3-2800","3","item of schema"
"3-2810","3","item of schema"
"3-2820","3","item of schema"
"3-2830","3","item of schema"
"3-2840","3","item of schema"
"3-820","3","item of schema"
"3-830","3","item of schema"
"3-2850","3","item of schema"
"3-2860","3","item of schema"
"3-2880","3","item of schema"
"3-2890","3","item of schema"
"3-2900","3","item of schema"
"3-2910","3","item of schema"
"3-2920","3","item of schema"
"3-2930","3","item of schema"
"3-2861","3","item of schema"
"3-2862","3","item of schema"
"3-2863","3","item of schema"
"3-2864","3","item of schema"
"3-2865","3","item of schema"
"5-400","5","item of schema"
"5-522","5","item of schema"
"5-390","5","item of schema"
"5-2935","5","item of schema"
"5-523","5","item of schema"
"5-440","5","item of schema"
"5-230","5","item of schema"
"5-1182","5","item of schema"
"5-2800","5","item of schema"
"5-2810","5","item of schema"
"5-2820","5","item of schema"
"5-2830","5","item of schema"
"5-2840","5","item of schema"
"5-820","5","item of schema"
"5-830","5","item of schema"
"5-2850","5","item of schema"
"5-2860","5","item of schema"
"5-2880","5","item of schema"
"5-2890","5","item of schema"
"5-2900","5","item of schema"
"5-2910","5","item of schema"
"5-2920","5","item of schema"
"5-2930","5","item of schema"
"5-2861","5","item of schema"
"5-2862","5","item of schema"
"5-2863","5","item of schema"
"5-2864","5","item of schema"
"5-2865","5","item of schema"
"1-400","1","item of schema"
"1-522","1","item of schema"
"1-390","1","item of schema"
"1-2935","1","item of schema"
"1-523","1","item of schema"
"1-440","1","item of schema"
"1-230","1","item of schema"
"1-1182","1","item of schema"
"1-2800","1","item of schema"
"1-2810","1","item of schema"
"1-2820","1","item of schema"
"1-2830","1","item of schema"
